G1	G2	G3	G4	G5	G6	G7	G8	G9
0.6832506	0.1888987	0.3809121	0.3052472	0.4477864	0.8879859	0.0783841	0.2204196	0.3538412
0.6976379	0.2291051	0.3517508	0.2617569	0.6084825	0.7705259	0.0824953	0.1196259	0.2679669
0.6816674	0.1857021	0.3600077	0.2756598	0.5646781	0.7997721	0.0653420	0.0996327	0.2918169
0.7301872	0.2172948	0.3671337	0.3305789	0.5447842	0.7061199	0.0578186	0.0901540	0.3141442
0.5542377	0.2326629	0.3630990	0.3651507	0.4559730	0.3315033	0.2815620	0.0609352	0.3016781
0.5239906	0.2362377	0.3819101	0.3030732	0.5539067	0.0930588	0.3845142	0.0000001	0.2688713
0.4621270	0.2318496	0.8048940	0.2665867	0.5031181	0.7323158	0.3438402	0.8745087	0.3223113
0.5338395	0.2333740	0.6262529	0.2410526	0.4826007	0.8547430	0.3390344	0.6353149	0.3669673
0.6204128	0.1976869	0.7155041	0.2321778	0.5027000	0.8451309	0.3207020	0.7399477	0.3497953
0.5171961	0.1995986	0.8414433	0.2456244	0.6038175	0.7562131	0.3918891	0.6299944	0.3340303
0.5656307	0.1959644	0.8526952	0.2339433	0.3791239	0.7801937	0.3550379	0.6528060	0.3810874
0.5347091	0.2169852	0.7483211	0.2014066	0.4295927	0.6888659	0.2865353	0.6004112	0.2849410
0.7438616	0.2288190	0.7407544	0.1427272	0.4534907	0.8968137	0.2880726	0.5839098	0.3083408
0.6030746	0.2311950	0.6139757	0.1603980	0.5356543	0.9500169	0.2813346	0.5491567	0.3182156
0.5901138	0.2092283	0.6889441	0.1706377	0.5240949	0.7694528	0.2836423	0.4844046	0.2798060
0.7222546	0.1651029	0.8981541	0.2056082	0.4446532	0.7502540	0.2680202	0.4999491	0.3113910
0.5901675	0.1785262	0.7589401	0.1926059	0.4188373	0.8955661	0.1860560	0.4175826	0.2983921
0.7079756	0.2133655	0.8052169	0.2877490	0.5208906	0.8844824	0.1687718	0.3312092	0.2167175
0.7743234	0.2079094	0.5307508	0.2484922	0.5312243	0.9122032	0.1480784	0.2742198	0.3061814
0.6635276	0.2143376	0.5336033	0.2574246	0.4359968	0.8158688	0.1348486	0.3573008	0.3018785
0.6355371	0.2147328	0.6001175	0.2376903	0.4954398	0.7228591	0.1248747	0.1924846	0.3063678
0.7505752	0.1739167	0.4365998	0.2764238	0.4741354	0.7909197	0.1108941	0.1882319	0.2684643
0.6959497	0.2680613	0.3914275	0.2603685	0.4779286	0.7130589	0.0704463	0.1664687	0.3164996
0.6670355	0.1636457	0.3197501	0.2573205	0.5030807	0.6529119	0.0757191	0.1081234	0.3470686
0.7136993	0.1844535	0.4671725	0.3129125	0.4513823	0.6997646	0.1064968	0.1179560	0.2488793
0.6795876	0.2018086	0.3358753	0.2823056	0.4572585	0.3819555	0.3029362	0.0505864	0.3500345
0.4917589	0.2372607	0.3646330	0.3161656	0.4645675	0.0704507	0.4185511	0.0000001	0.2925242
0.5641761	0.2300135	0.8417315	0.2311276	0.4678641	0.7726016	0.4006675	0.8138524	0.4128798
0.5862145	0.2469332	0.6514477	0.1920040	0.4125372	0.8466223	0.4064781	0.7999193	0.3304089
0.6246851	0.2956400	0.7214564	0.1662714	0.4321064	0.7481248	0.4381780	0.9052278	0.3330936
0.4958093	0.1939700	0.8026800	0.2027012	0.5226298	0.9312530	0.3935342	0.5974072	0.2946598
0.5862591	0.2270834	0.8466396	0.1869836	0.5133264	0.8098741	0.3356914	0.5995318	0.3375597
0.5390479	0.2342970	0.7151562	0.1918371	0.4488247	0.7947874	0.2927975	0.4806683	0.3816724
0.5803311	0.2014907	0.8324919	0.1840645	0.3723808	0.9283359	0.2628421	0.5192539	0.4496777
0.6730337	0.2129117	0.7964004	0.1940021	0.3838564	0.7741946	0.2691506	0.6299527	0.2988732
0.5629122	0.1895959	0.5820071	0.2243713	0.3897426	0.8138791	0.2559145	0.4916343	0.2693641
0.5827308	0.2132255	0.7670250	0.1829941	0.4384024	0.7706918	0.2052319	0.4512668	0.2584341
0.6005650	0.1484574	0.6853183	0.3219712	0.3959503	0.8595830	0.2254767	0.5034163	0.2785060
0.6389946	0.2040340	0.6016261	0.2459477	0.5647796	0.7525493	0.1711639	0.3455043	0.2782226
0.7239243	0.1990887	0.4988530	0.2360573	0.3621676	0.9144553	0.1479765	0.3445952	0.2924910
0.7451846	0.2235544	0.4971173	0.2880177	0.4671908	0.8574138	0.1667995	0.3864390	0.2805826
0.6718931	0.2107037	0.5192359	0.1868496	0.3912267	0.8644625	0.1071205	0.2100455	0.2843505
0.6995028	0.1478059	0.4217855	0.2520797	0.5618313	0.6953124	0.1218992	0.1537684	0.2658974
0.7097635	0.1947774	0.3599846	0.2786833	0.3548799	0.9137553	0.0717420	0.1396524	0.3313560
0.6216632	0.2173875	0.3807249	0.2490706	0.4404760	0.7323160	0.1117337	0.0998692	0.2687565
0.6371587	0.1764443	0.4035290	0.2411811	0.5016618	0.8860416	0.0648807	0.0581257	0.3037997
0.5336643	0.2427181	0.3103411	0.3038101	0.5328407	0.3358130	0.3384352	0.0592781	0.3656331
0.5359662	0.1844101	0.2806668	0.2624889	0.4056030	0.1018821	0.4309831	0.0000000	0.2188625
0.4555190	0.2423367	0.7783412	0.2128178	0.3495161	0.8011229	0.3506686	0.8523843	0.2827654
0.5240767	0.2589461	0.7164887	0.1886545	0.4397232	0.8696364	0.3417783	0.7561255	0.3125944
0.4964956	0.2363282	0.8164135	0.1653049	0.4717642	0.7136549	0.3606616	0.6982352	0.2977743
0.7110049	0.2117358	0.6642079	0.1714018	0.3537017	0.8525105	0.3317717	0.7523294	0.2828631
0.5828728	0.1738217	0.7546735	0.2690998	0.3853938	0.8014482	0.3902128	0.7523770	0.3200517
0.6172483	0.2383748	0.7031474	0.1800134	0.4411605	0.8301095	0.3186898	0.5768645	0.2431753
0.7289216	0.2467264	0.8175545	0.1929028	0.4646071	0.9201256	0.3638392	0.5956077	0.2989817
